EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5158025,MEADE CO.,COUNTYWIDE,09/05/2000,1700,Wildfire, , ,0,0,0,0,SD,MST, ,1103321,C,93,UNR,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,09/06/2000,1400, , , , ,"Lightning caused seven fires in central Meade County. The largest fire was around 500 acres south of Hereford.","",305
5158139,SAN SABA CO.,SAN SABA,09/05/2000,1800,Wildfire, , ,0,0,10000,0,TX,CST, ,1103636,C,411,SJT,0,0,NEWSPAPER, , , ,15,SW,15,SW,SAN SABA,09/06/2000,1800, , , , ,"","A grassfire started by lightning in southwest San Saba County on the evening of the 5th quickly spread into southeast McCulloch County. The fire was contained by the evening of the 6th, but not before 6500 acres of grassland was burned and hundreds of miles of fencing destroyed.",306
5157943,PENNINGTON CO.,ROCKERVILLE,09/05/2000,2100,Wildfire, , ,0,0,0,0,SD,MST, ,1103312,C,103,UNR,0,0,OTHER FEDERAL AGENCY, , , ,6,W,6,W,ROCKERVILLE,09/07/2000,2100, , , , ,"A lightning strike caused a 30 acre blaze near Sheridan Lake.  No homes or structures were threatened.","",307
5158138,MCCULLOCH CO.,BRADY,09/05/2000,2300,Wildfire, , ,0,0,5000,0,TX,CST, ,1103636,C,307,SJT,0,0,NEWSPAPER, , , ,15,SE,15,SE,BRADY,09/06/2000,1800, , , , ,"","A grassfire started by lightning in southwest San Saba County on the evening of the 5th quickly spread into southeast McCulloch County. The fire was contained by the evening of the 6th, but not before 6500 acres of grassland was burned and hundreds of miles of fencing destroyed.",308
5156352,GARVIN CO.,SOUTH PORTION,09/08/2000,700,Wildfire, , ,0,0,100000,0,OK,CST, ,1103188,C,49,OUN,0,0,EMERGENCY MANAGER, , , , , , , ,SOUTH PORTION,09/19/2000,1100, , , , ,"","A very large wild fire started near the Carter/Murray county line on the 8th and spread northward into the Arbuckle Mountains in western Murray County, eventually reaching southern Garvin County. Approximately 11,500 acres of land burned, most in the Arbuckles, which took almost two weeks to extinguish. An estimated 6 homes and 1 business were also destroyed.",309
5156353,MURRAY CO.,WEST PORTION,09/08/2000,700,Wildfire, , ,0,0,800000,0,OK,CST, ,1103188,C,99,OUN,0,0,EMERGENCY MANAGER, , , , , , , ,WEST PORTION,09/19/2000,1100, , , , ,"","A very large wild fire started near the Carter/Murray county line on the 8th and spread northward into the Arbuckle Mountains in western Murray County, eventually reaching southern Garvin County. Approximately 11,500 acres of land burned, most in the Arbuckles, which took almost two weeks to extinguish. An estimated 6 homes and 1 business were also destroyed.",310
5156351,CARTER CO.,NORTH PORTION,09/08/2000,700,Wildfire, , ,0,0,100000,0,OK,CST, ,1103188,C,19,OUN,0,0,EMERGENCY MANAGER, , , , , , , ,NORTH PORTION,09/19/2000,1100, , , , ,"","A very large wild fire started near the Carter/Murray county line on the 8th and spread northward into the Arbuckle Mountains in western Murray County, eventually reaching southern Garvin County. Approximately 11,500 acres of land burned, most in the Arbuckles, which took almost two weeks to extinguish. An estimated 6 homes and 1 business were also destroyed.",311
5156467,RIVERSIDE CO.,(TRM)THERMAL ARPT,09/08/2000,1009,Wildfire, , ,0,0,0,0,CA,PST, ,1102785,C,65,SGX,0,0,NEWSPAPER, , , ,9,SW,9,SW,(TRM)THERMAL ARPT,09/08/2000,1700, , , , ,"","Lightning started a wildfire in the Santa Rosa Mountains. About 35 acres were burned before it was fully contained.",312
5157960,FALL RIVER CO.,COUNTYWIDE,09/09/2000,1400,Wildfire, , ,0,0,0,0,SD,MST, ,1103318,C,47,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/10/2000,1800, , , , ,"","A small fire started by sparks from a train was fueled by 50 mph winds. The fire burned through the small town of Ardmore.  A vacant house and four outbuildings were destroyed, but no injuries were reported.",313
5158022,MEADE CO.,COUNTYWIDE,09/10/2000,300,Wildfire, , ,0,0,0,0,SD,MST, ,1103320,C,93,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/12/2000,1100, , , , ,"","Lightning caused at least 23 fires across a four county region. The largest fire was two to three miles long and up to five miles wide along the Grand River in Perkins County. No structures were lost, although corrals and a few sheds were destroyed, as well as 70 tons of hay. Strong northwest winds up to 40 mph fanned the fires, and reignited some others after they had been contained.",314
5158021,HARDING CO.,COUNTYWIDE,09/10/2000,300,Wildfire, , ,0,0,0,0,SD,MST, ,1103320,C,63,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/12/2000,1100, , , , ,"","Lightning caused at least 23 fires across a four county region. The largest fire was two to three miles long and up to five miles wide along the Grand River in Perkins County. No structures were lost, although corrals and a few sheds were destroyed, as well as 70 tons of hay. Strong northwest winds up to 40 mph fanned the fires, and reignited some others after they had been contained.",315
5158020,BUTTE CO.,COUNTYWIDE,09/10/2000,300,Wildfire, , ,0,0,0,0,SD,MST, ,1103320,C,19,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/12/2000,1100, , , , ,"","Lightning caused at least 23 fires across a four county region. The largest fire was two to three miles long and up to five miles wide along the Grand River in Perkins County. No structures were lost, although corrals and a few sheds were destroyed, as well as 70 tons of hay. Strong northwest winds up to 40 mph fanned the fires, and reignited some others after they had been contained.",316
5158019,PERKINS CO.,COUNTYWIDE,09/10/2000,300,Wildfire, , ,0,0,0,0,SD,MST, ,1103320,C,105,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/12/2000,1100, , , , ,"","Lightning caused at least 23 fires across a four county region. The largest fire was two to three miles long and up to five miles wide along the Grand River in Perkins County. No structures were lost, although corrals and a few sheds were destroyed, as well as 70 tons of hay. Strong northwest winds up to 40 mph fanned the fires, and reignited some others after they had been contained.",317
5156466,ORANGE CO.,SAN CLEMENTE,09/11/2000,1250,Wildfire, , ,0,2,0,0,CA,PST, ,1102784,C,59,SGX,0,0,NEWSPAPER, , , ,8,E,8,E,SAN CLEMENTE,09/12/2000,1700, , , , ,"","A wild fire was fanned by east winds and  burned 500 acres before being contained.",318
5175208,SANTA BARBARA CO.,VANDENBERG AFB,09/13/2000,800,Wildfire, , ,0,0,662000,0,CA,PST, ,1103119,C,83,LOX,0,0,PARK/FOREST SERVICE, , , ,1,E,1,E,VANDENBERG AFB,09/19/2000,1600, , , , ,"A wildfire burned 11,080 acres of land east of Vandenberg Air Force Base. No injuries or deaths were reported.","",319
5174045,LEWIS AND CLARK CO.,AUGUSTA,09/15/2000,2000,Wildfire, , ,0,0,0,0,MT,MST, ,1102884,C,49,TFX,0,0,EMERGENCY MANAGER, , , ,30,W,30,W,AUGUSTA,09/23/2000,1600, , , , ,"Bunyan Point fire, 400 acres burned, lightning caused.","",320
5157179,BUTTE CO.,ARCO,09/16/2000,1400,Wildfire, , ,0,0,0,0,ID,MST, ,1102806,C,23,PIH,0,0,PARK/FOREST SERVICE, , , ,10,E,10,E,ARCO,09/19/2000,1900, , , , ,"","Dry lightning ignited several blazes in Eastern Idaho, 3 of which grew into large fires that persisted for several days.  The Taylor and Ireland fires would account for over 14,000 acres burned of sagebrush, junipers and mixed conifers.  While in the Arco desert, the INEEL fire would burn 8000 acres of sagebrush and grass.  Costs for suppressing these fires have not been estimated, however, no structures or crops were lost or threatened.  An additional expense still to be accounted for is the cost of rehabilitation.  The BLM plans to re-seed 100,000 acres of burned sagebrush this winter.  Burning has been so complete in  areas of the Arco desert as to cause extreme erosion.  Some burned desert areas have lost 86 tons of topsoil per acre; when losing 5 acres of topsoil is considered severe erosion.  Dust storms across the desert have periodically closed state routes that traverse the area.",321
5157180,ONEIDA CO.,HOLBROOK,09/16/2000,1400,Wildfire, , ,0,0,0,0,ID,MST, ,1102806,C,71,PIH,0,0,PARK/FOREST SERVICE, , , ,5,S,5,S,HOLBROOK,09/19/2000,1900, , , , ,"","Dry lightning ignited several blazes in Eastern Idaho, 3 of which grew into large fires that persisted for several days.  The Taylor and Ireland fires would account for over 14,000 acres burned of sagebrush, junipers and mixed conifers.  While in the Arco desert, the INEEL fire would burn 8000 acres of sagebrush and grass.  Costs for suppressing these fires have not been estimated, however, no structures or crops were lost or threatened.  An additional expense still to be accounted for is the cost of rehabilitation.  The BLM plans to re-seed 100,000 acres of burned sagebrush this winter.  Burning has been so complete in  areas of the Arco desert as to cause extreme erosion.  Some burned desert areas have lost 86 tons of topsoil per acre; when losing 5 acres of topsoil is considered severe erosion.  Dust storms across the desert have periodically closed state routes that traverse the area.",322
5157958,HARDING CO.,COUNTYWIDE,09/17/2000,110,Wildfire, , ,0,0,0,0,SD,MST, ,1103317,C,63,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/18/2000,2000, , , , ,"","Thunderstorms that moved through northwestern South Dakota caused several lightning fires.  Twenty-one fires were reported in Harding County.  The three largest fires burned a total of 17,000 acres, with another 1,000 acres burned by the smaller fires. Several old buildings and corrals were destroyed, but no occupied homes were lost. In Perkins County, two fires were reported. The largest was 4,500 acres northeast of Meadow.",323
5157959,PERKINS CO.,COUNTYWIDE,09/17/2000,200,Wildfire, , ,0,0,0,0,SD,MST, ,1103317,C,105,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/17/2000,2200, , , , ,"","Thunderstorms that moved through northwestern South Dakota caused several lightning fires.  Twenty-one fires were reported in Harding County.  The three largest fires burned a total of 17,000 acres, with another 1,000 acres burned by the smaller fires. Several old buildings and corrals were destroyed, but no occupied homes were lost. In Perkins County, two fires were reported. The largest was 4,500 acres northeast of Meadow.",324
5160968,STANLEY CO.,MISSION RIDGE,09/17/2000,700,Wildfire, , ,0,0,0,0,SD,CST, ,1103588,C,117,ABR,0,0,NEWSPAPER, , , ,10,W,10,W,MISSION RIDGE,09/18/2000,400, , , , ,"Lightning started a grassfire in western Stanley County in the early morning hours of the 17th.  With the extremely dry and windy conditions, the fire quickly spread and consumed 25,000 acres of grassland before it was brought under control.  Smoke from the fire was seen from 40 miles away.  The fire also destroyed six outbuildings and an old unoccupied farmhouse.  Some roads had to be closed due to the fire and smoke.  Several electrical poles were also burned.  Many residents were notified of possible evacuations.","",325
5162222,CAMPBELL CO.,POLLOCK,09/17/2000,1110,Wildfire, , ,0,0,0,0,SD,CST, ,1103587,C,21,ABR,0,0,NEWSPAPER, , , , , , , ,POLLOCK,09/17/2000,2000, , , , ,"Extremely dry and windy conditions contributed to a fire at the Pollock rubble site. The fire spread to the nearby prairie and consumed many acres.  The fire came within yards of a new home under construction.  The fire was finally contained late in the evening.","",326
5156219,CURRY CO.,COUNTYWIDE,09/17/2000,1145,Wildfire, , ,0,0,0,0,OR,PST, ,1102825,C,15,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,09/20/2000,1625, , , , ,"See below.","A developing strong offshore flow event necessitated the issuing of a Red Flag Warning at the above listed times for fire weather zones 618/619/620.  This included all of Curry and Josephine counties (except for the extreme southern portion), and the extreme western portion of Jackson county.  The expected conditions included ridgetop winds in excess of 20 mph and minimum relative humidity values near 15%.

This event verified in spades as a major offshore event brought record heat (101 degrees at Brookings) to the southern Oregon coast.
The Red Mound RAWS reported winds exceeding 20 mph from 17/2316 LST to 18/1216 LST (except for 3 observations), from 18/2316 LST to 19/0216 LST, and from 19/2116 LST to 20/1016 LST.  The minimum relative humidity at the Red Mound RAWS during the warning period was 10%.  The peak gust was 47 mph.

Below the Red Mound RAWS at Brookings, the reported high temperatures were 94 on 9/17 (record high), 101 on 9/18 (record high), 95 on 9/19, and 98 on 9/20 (record high).  The peak reported winds were 26 mph sustained and 38 mph gusts.

While not as dramatic as the above data, winds at the Sexton Summit ASOS and the Onion Mountain Lookout RAWS also exceeded 20 mph for stretches of time during the warning period.",327
5156220,JOSEPHINE CO.,COUNTYWIDE,09/17/2000,1145,Wildfire, , ,0,0,0,0,OR,PST, ,1102825,C,33,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,09/20/2000,1625, , , , ,"See below.","A developing strong offshore flow event necessitated the issuing of a Red Flag Warning at the above listed times for fire weather zones 618/619/620.  This included all of Curry and Josephine counties (except for the extreme southern portion), and the extreme western portion of Jackson county.  The expected conditions included ridgetop winds in excess of 20 mph and minimum relative humidity values near 15%.

This event verified in spades as a major offshore event brought record heat (101 degrees at Brookings) to the southern Oregon coast.
The Red Mound RAWS reported winds exceeding 20 mph from 17/2316 LST to 18/1216 LST (except for 3 observations), from 18/2316 LST to 19/0216 LST, and from 19/2116 LST to 20/1016 LST.  The minimum relative humidity at the Red Mound RAWS during the warning period was 10%.  The peak gust was 47 mph.

Below the Red Mound RAWS at Brookings, the reported high temperatures were 94 on 9/17 (record high), 101 on 9/18 (record high), 95 on 9/19, and 98 on 9/20 (record high).  The peak reported winds were 26 mph sustained and 38 mph gusts.

While not as dramatic as the above data, winds at the Sexton Summit ASOS and the Onion Mountain Lookout RAWS also exceeded 20 mph for stretches of time during the warning period.",328
5174047,TETON CO.,CHOTEAU,09/17/2000,1400,Wildfire, , ,0,0,0,0,MT,MST, ,1102886,C,99,TFX,0,0,EMERGENCY MANAGER, , , ,20,W,20,W,CHOTEAU,09/23/2000,1600, , , , ,"Ear Mountain fire, 1978 acres burned, lightning caused.","",329
5157951,OGLALA LAKOTA CO.,COUNTYWIDE,09/17/2000,2130,Wildfire, , ,0,0,0,0,SD,MST, ,1103314,C,102,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/19/2000,1900, , , , ,"","Dry lightning and strong downburst winds hit portions of southwestern South Dakota.  Two trailer homes were flipped over and destroyed near Rosebud.  No one was home at the time. Several homes in Mission, where a sensor recorded a 68 mph gust, had roof damage, and a minister had a shed roof smash into his van. The local electric cooperative reported four power poles broken, as well as problems with other electric equipment caused by the power lines touching each other. The worst damage was to a business seven miles east of Mission.  The roof was torn off the building, and a utility pole and radio tower were toppled.  Two home weather stations, located two miles east of Okreek, reported peak winds of 89 and 93 mph.  The dry lightning also caused more than 30 fires throughout the region.  The largest was estimated at 15,000 acres just south of Kyle. On the Rosebud Reservation, four fires blazed, with one fire reaching 1,100 acres. One home was destroyed in the fire, and another had damage on one side. Southwestern Jackson County had a 2,500 acre fire, and Tripp County had two fires just south of Winner, each around 1,000 acres.  Ranchers reported at least 1,500 round bales of hay destroyed. Also, seven cattle were killed and another 20 cattle were badly burned.  In Bennett County, a large fire of several thousand acres occurred along Highway 18 northeast of Batesland.",330
5157953,BENNETT CO.,COUNTYWIDE,09/17/2000,2200,Wildfire, , ,0,0,0,0,SD,MST, ,1103314,C,7,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/17/2000,2200, , , , ,"","Dry lightning and strong downburst winds hit portions of southwestern South Dakota.  Two trailer homes were flipped over and destroyed near Rosebud.  No one was home at the time. Several homes in Mission, where a sensor recorded a 68 mph gust, had roof damage, and a minister had a shed roof smash into his van. The local electric cooperative reported four power poles broken, as well as problems with other electric equipment caused by the power lines touching each other. The worst damage was to a business seven miles east of Mission.  The roof was torn off the building, and a utility pole and radio tower were toppled.  Two home weather stations, located two miles east of Okreek, reported peak winds of 89 and 93 mph.  The dry lightning also caused more than 30 fires throughout the region.  The largest was estimated at 15,000 acres just south of Kyle. On the Rosebud Reservation, four fires blazed, with one fire reaching 1,100 acres. One home was destroyed in the fire, and another had damage on one side. Southwestern Jackson County had a 2,500 acre fire, and Tripp County had two fires just south of Winner, each around 1,000 acres.  Ranchers reported at least 1,500 round bales of hay destroyed. Also, seven cattle were killed and another 20 cattle were badly burned.  In Bennett County, a large fire of several thousand acres occurred along Highway 18 northeast of Batesland.",331
5157952,JACKSON CO.,COUNTYWIDE,09/17/2000,2200,Wildfire, , ,0,0,0,0,SD,MST, ,1103314,C,71,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/19/2000,1400, , , , ,"","Dry lightning and strong downburst winds hit portions of southwestern South Dakota.  Two trailer homes were flipped over and destroyed near Rosebud.  No one was home at the time. Several homes in Mission, where a sensor recorded a 68 mph gust, had roof damage, and a minister had a shed roof smash into his van. The local electric cooperative reported four power poles broken, as well as problems with other electric equipment caused by the power lines touching each other. The worst damage was to a business seven miles east of Mission.  The roof was torn off the building, and a utility pole and radio tower were toppled.  Two home weather stations, located two miles east of Okreek, reported peak winds of 89 and 93 mph.  The dry lightning also caused more than 30 fires throughout the region.  The largest was estimated at 15,000 acres just south of Kyle. On the Rosebud Reservation, four fires blazed, with one fire reaching 1,100 acres. One home was destroyed in the fire, and another had damage on one side. Southwestern Jackson County had a 2,500 acre fire, and Tripp County had two fires just south of Winner, each around 1,000 acres.  Ranchers reported at least 1,500 round bales of hay destroyed. Also, seven cattle were killed and another 20 cattle were badly burned.  In Bennett County, a large fire of several thousand acres occurred along Highway 18 northeast of Batesland.",332
5157949,TODD CO.,COUNTYWIDE,09/17/2000,2230,Wildfire, , ,0,0,0,0,SD,MST, ,1103314,C,121,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/19/2000,700, , , , ,"","Dry lightning and strong downburst winds hit portions of southwestern South Dakota.  Two trailer homes were flipped over and destroyed near Rosebud.  No one was home at the time. Several homes in Mission, where a sensor recorded a 68 mph gust, had roof damage, and a minister had a shed roof smash into his van. The local electric cooperative reported four power poles broken, as well as problems with other electric equipment caused by the power lines touching each other. The worst damage was to a business seven miles east of Mission.  The roof was torn off the building, and a utility pole and radio tower were toppled.  Two home weather stations, located two miles east of Okreek, reported peak winds of 89 and 93 mph.  The dry lightning also caused more than 30 fires throughout the region.  The largest was estimated at 15,000 acres just south of Kyle. On the Rosebud Reservation, four fires blazed, with one fire reaching 1,100 acres. One home was destroyed in the fire, and another had damage on one side. Southwestern Jackson County had a 2,500 acre fire, and Tripp County had two fires just south of Winner, each around 1,000 acres.  Ranchers reported at least 1,500 round bales of hay destroyed. Also, seven cattle were killed and another 20 cattle were badly burned.  In Bennett County, a large fire of several thousand acres occurred along Highway 18 northeast of Batesland.",333
5157950,TRIPP CO.,COUNTYWIDE,09/17/2000,2330,Wildfire, , ,0,0,0,0,SD,MST, ,1103314,C,123,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,09/18/2000,2200, , , , ,"","Dry lightning and strong downburst winds hit portions of southwestern South Dakota.  Two trailer homes were flipped over and destroyed near Rosebud.  No one was home at the time. Several homes in Mission, where a sensor recorded a 68 mph gust, had roof damage, and a minister had a shed roof smash into his van. The local electric cooperative reported four power poles broken, as well as problems with other electric equipment caused by the power lines touching each other. The worst damage was to a business seven miles east of Mission.  The roof was torn off the building, and a utility pole and radio tower were toppled.  Two home weather stations, located two miles east of Okreek, reported peak winds of 89 and 93 mph.  The dry lightning also caused more than 30 fires throughout the region.  The largest was estimated at 15,000 acres just south of Kyle. On the Rosebud Reservation, four fires blazed, with one fire reaching 1,100 acres. One home was destroyed in the fire, and another had damage on one side. Southwestern Jackson County had a 2,500 acre fire, and Tripp County had two fires just south of Winner, each around 1,000 acres.  Ranchers reported at least 1,500 round bales of hay destroyed. Also, seven cattle were killed and another 20 cattle were badly burned.  In Bennett County, a large fire of several thousand acres occurred along Highway 18 northeast of Batesland.",334
5161400,BUTTE CO.,CHICO,09/18/2000,1,Wildfire, , ,0,0,1900000,0,CA,PST, ,1104075,C,7,STO,0,0,OTHER FEDERAL AGENCY, , , ,18,E,18,E,CHICO,09/22/2000,2359, , , , ,"","A wildfire ignited east of Chico and was pushed by strong winds.  High temperatures and low humidities assisted the rapid spread which led to some evacuations and fourteen structure losses.  By containment, 1835 acres had burned.",335
5156354,LOGAN CO.,GUTHRIE,09/19/2000,1200,Wildfire, , ,0,0,750000,0,OK,CST, ,1103189,C,83,OUN,0,0,EMERGENCY MANAGER, , , ,9,S,9,S,GUTHRIE,09/19/2000,2200, , , , ,"A large wild fire, believed to be intentionally set, developed about 9 miles south of Guthrie and consumed 35 homes before being extinguished 3 miles south of Guthrie. No injuries were reported.","",336
5174105,FRESNO CO.,DUNLAP,09/21/2000,1200,Wildfire, , ,0,0,425000,0,CA,PST, ,1103415,C,19,HNX,0,0,FIRE DEPT/RESCUE SQUAD, , , ,1,E,1,E,DUNLAP,09/23/2000,1200, , , , ,"The Millwood Wildfire burned 238 acres but the ignition cause was unknown.","",337
5161401,TEHAMA CO.,RED BLUFF,09/29/2000,1,Wildfire, , ,0,0,547000000,0,CA,PST, ,1104076,C,103,STO,0,0,OTHER FEDERAL AGENCY, , , ,5,W,5,W,RED BLUFF,09/30/2000,2359, , , , ,"","A wildfire ignited five miles west of Red Bluff and strong winds and steep terrain made containment efforts difficult.  Five out-buildings and one radio vault were destroyed and 8284 acres were burned before the fire was finally contained in early October.",338
5161402,TEHAMA CO.,RED BLUFF,10/01/2000,1,Wildfire, , ,0,0,547000,0,CA,PST, ,1104077,C,103,STO,0,0,AWOS,ASOS,MESONET,ETC, , , ,5,W,5,W,RED BLUFF,10/04/2000,2359, , , , ,"","A wildfire that had ignited in late September west of Red Bluff continued to burn in early October.  By the time the fire was contained, it had destroyed five out-buildings and one radio vault and had burned 8284 acres.",339
5161397,SAN BERNARDINO CO.,LAKE ARROWHEAD,10/01/2000,2300,Wildfire, , ,0,0,30000,0,CA,PST, ,1104073,C,71,SGX,0,0,NEWSPAPER, , , , , , , ,LAKE ARROWHEAD,10/03/2000,1600, , , , ,"","Shifting winds spread a minor brush fire into 100 acres of rugged terrain that had not burned for several decades. Firefighters were unable to contain the blaze until two days later.",340
5157714,CURRY CO.,COUNTYWIDE,10/03/2000,730,Wildfire, , ,0,0,0,0,OR,PST, ,1104055,C,15,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,10/05/2000,800, , , , ,"See below.","Due to a forecast offshore wind event, a Red Flag Warning was issued for fire weather zone 618 at 0730 PDT on 10/03.  The warning area was expanded to include zones 619 and western 620 at 1500 PDT on 10/03.  The offshore event did occur, and it lasted for two nights.  Verifying winds (20 mph or greater) were reported on the morning of 10/03 and 10/04 at Red Mound RAWS (zone 618) and on the morning of 10/04 and 10/05 at Onion Mountain RAWS (zone 620).  There were several other reports that just missed meeting the criteria, and overnight humidity recoveries were poor.  Overall, this warning verified well, even though it was a relatively moderate offshore wind event.",341
5157715,JOSEPHINE CO.,COUNTYWIDE,10/03/2000,1500,Wildfire, , ,0,0,0,0,OR,PST, ,1104055,C,33,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,10/05/2000,800, , , , ,"See below.","Due to a forecast offshore wind event, a Red Flag Warning was issued for fire weather zone 618 at 0730 PDT on 10/03.  The warning area was expanded to include zones 619 and western 620 at 1500 PDT on 10/03.  The offshore event did occur, and it lasted for two nights.  Verifying winds (20 mph or greater) were reported on the morning of 10/03 and 10/04 at Red Mound RAWS (zone 618) and on the morning of 10/04 and 10/05 at Onion Mountain RAWS (zone 620).  There were several other reports that just missed meeting the criteria, and overnight humidity recoveries were poor.  Overall, this warning verified well, even though it was a relatively moderate offshore wind event.",342
5161956,JONES CO.,DRAPER,10/18/2000,1300,Wildfire, , ,0,0,0,0,SD,CST, ,1103843,C,75,ABR,0,0,NEWSPAPER, , , ,5,E,5,E,DRAPER,10/18/2000,1700, , , , ,"A pickup caught on fire on Interstate-90 starting the nearby ditch on fire.  With the strong winds and extremely dry conditions, the fire spread north and burned 800 to 900 acres of grass and pastureland.","",343
5158613,ZIEBACH CO.,COUNTYWIDE,10/19/2000,600,Wildfire, , ,0,0,0,0,SD,MST, ,1103502,C,137,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,10/20/2000,2300, , , , ,"A fire in southern Ziebach county grew to 12,000 acres as strong winds hindered fire fighters.  The fire threatened the community of Cherry Creek, but fire fighters were able to hold back the blaze.","",344
5162350,ONTONAGON CO.,SILVER CITY,10/20/2000,1230,Wildfire, , ,0,0,0,0,MI,EST, ,1103761,C,131,MQT,0,0,PARK/FOREST SERVICE, , , ,13,WSW,13,WSW,SILVER CITY,10/22/2000,1700, , , , ,"","Unseasonably warm temperatures and moderate drought conditions after October 18 set the stage for wildfires in western Upper Michigan. The Carp River fire was discovered in the Porcupine Mountains Wilderness State Park  on October 20. Officials believe the wildfire resulted from lightning on the evening of October 7, followed by days of smouldering. After burning 1,220 acres, the fire was fully contained on October 22 by ground crews using hand tools.  Daily monitoring indicated smouldering continuing through November 10. The fire was confined to the under story, in a wilderness area comprised of bogs and high, rocky outcrops, which lacked viable access points and posed no threat to people or private property.  Officials consider this wildfire beneficial because it removed under story combustibles with minimal damage to mature trees and it provided research opportunities in ecosystems and natural disturbances.",345
5161958,BROWN CO.,WARNER,10/21/2000,1200,Wildfire, , ,0,0,0,0,SD,CST, ,1103845,C,13,ABR,0,0,NEWSPAPER, , , ,4,SE,4,SE,WARNER,10/21/2000,1530, , , , ,"A combine harvesting soybeans started a cropland fire southeast of  Warner.  Due to the extremely dry and windy conditions, the fire spread northwest towards Warner.  Residents on the south side of Warner had to be evacuated as the fire came within 300 feet of the town before it was stopped.  Almost  100 firefighters battled the blaze throughout the afternoon.  The fire damaged a few pieces of farm equipment and also threatened a few buildings.","",346
5161957,CORSON CO.,MC LAUGHLIN,10/21/2000,1330,Wildfire, , ,0,0,0,0,SD,CST, ,1103844,C,31,ABR,0,0,NEWSPAPER, , , ,1,NE,1,NE,MC LAUGHLIN,10/22/2000,500, , , , ,"Due to the extremely dry and windy conditions, a grassland fire northeast of McLaughlin consumed over 9000 acres of grass and pastureland.  The fire was possibly ignited by a spark from power lines slapping together in the high winds or a dumped ashtray.   Many fences were cut to allow livestock to escape the fire.  Also, several buildings were threatened by the wildfire.","",347
5161826,MCDOWELL CO.,ASHFORD,10/28/2000,600,Wildfire, , ,0,0,0,0,NC,EST, ,1103699,C,111,GSP,0,0,OTHER FEDERAL AGENCY, , , ,4,N,4,N,ASHFORD,10/31/2000,1800, , , , ,"","A wildfire was started in the Linville Gorge area and eventually burned hundreds of acres. Extremely dry conditions had persisted across the area since rain had not been measured for 50 days.",348
5157775,CARBON CO.,LITTLE GAP,10/28/2000,1100,Wildfire, , ,0,0,0,0,PA,EST, ,1103771,C,25,PHI,0,0,NEWSPAPER, , , , , , , ,LITTLE GAP,10/29/2000,1700, , , , ,"","The recently unseasonably dry weather, the freshly fallen leaves and breezy wind conditions over the weekend led to three brush fires along the Carbon County/Northampton County line. The first occurred on the 28th near Blue Mountain near Lehigh Gap when a camp fire went out of control. The second and largest fire occurred the same afternoon near the summit of the Blue Mountain. Most of the fire was on the Lehigh Township (Northampton County) side of the mountain. Nearly twenty fire departments responded. About 10 acres were charred before it was brought under control. The third fire occurred on the 29th along Little Gap Highway in Lower Towamensing Township. It reportedly started from someone burning debris and was brought under control within an hour.  No property damage or injuries were reported.",349
